12:12:00 system           | rule-engine started (pid=24242)
12:22:10 rule-engine      | [2022-11-10 12:22:10.090] [DEBUG]: Evaluating agent yYlKULq0
12:22:10 rule-engine      | [2022-11-10 12:22:10.095] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.096] [DEBUG]: Adding signals: [(TelegramReceivedMessage(messageId=256, firstName=Farafrfljo, lastName=null, chatId=5733149430, receivedAt=2022-11-10T12:22:10, text=bigger tnan yours, location=null, mediaList=null, mediaGroupId=null, replyToMessageId=null, rawData={"message":{"delete_chat_photo":false,"date":1668082930,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"bigger tnan yours","new_chat_photo":[],"group_chat_created":false,"message_id":256,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158561}),signals)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.097] [INFO]: Prompt for GPT-3:
12:22:10 rule-engine      | You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.
12:22:10 rule-engine      | Human: what is your iq
12:22:10 rule-engine      | AI: I don't know. What's yours?
12:22:10 rule-engine      | Human: bigger tnan yours
12:22:10 rule-engine      | AI:
12:22:10 rule-engine      | [2022-11-10 12:22:10.098] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-gpt3-adapter-input>: {"id":"2Kb45es9","timestamp":"2022-11-10T12:22:10.098405Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\nHuman: what is your iq\n\nAI: I don't know. What's yours?\n\nHuman: bigger tnan yours\nAI:","model":"text-davinci-001","maxTokens":64,"temperature":0.9,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["AI:","Human:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}
12:22:10 rule-engine      | [2022-11-10 12:22:10.098] [DEBUG]: Rule fired: Handle message
12:22:10 rule-engine      | [2022-11-10 12:22:10.101] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"VFUpHNGZ","timestamp":"2022-11-10T12:22:10.099993Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:22:10.101692Z"}
12:22:10 rule-engine      | [2022-11-10 12:22:10.102] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.107] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"Gwvu6ZIQ","timestamp":"2022-11-10T12:22:10.107411Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:22:10 gpt3-adapter     | [2022-11-10 12:22:10.107] [DEBUG]: Received message: b'{"id":"2Kb45es9","timestamp":"2022-11-10T12:22:10.098405Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You\'re an AI system called Nola Brzina. You\'re talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\\nHuman: what is your iq\\n\\nAI: I don\'t know. What\'s yours?\\n\\nHuman: bigger tnan yours\\nAI:","model":"text-davinci-001","maxTokens":64,"temperature":0.9,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["AI:","Human:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}'
12:22:10 heartbeat        | [2022-11-10 12:22:10.113] [DEBUG]: Received message: b'{"id":"Gwvu6ZIQ","timestamp":"2022-11-10T12:22:10.107411Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:22:10 gpt3-adapter     | [2022-11-10 12:22:10.431] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0rKQxJlVVjxHR6X0BWRDcGOsrbS", "timestamp": "2022-11-10T12:22:10.430874Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "2Kb45es9", "timestamp": "2022-11-10T12:22:10.098405Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You\'re an AI system called Nola Brzina. You\'re talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\\nHuman: what is your iq\\n\\nAI: I don\'t know. What\'s yours?\\n\\nHuman: bigger tnan yours\\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " I\'m sure it is!", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082930, "usage": {"prompt_tokens": 71, "completion_tokens": 6, "total_tokens": 77}}'
12:22:10 rule-engine      | [2022-11-10 12:22:10.447] [DEBUG]: Received message: '{"id": "cmpl-6B0rKQxJlVVjxHR6X0BWRDcGOsrbS", "timestamp": "2022-11-10T12:22:10.430874Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "2Kb45es9", "timestamp": "2022-11-10T12:22:10.098405Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\nHuman: what is your iq\n\nAI: I don't know. What's yours?\n\nHuman: bigger tnan yours\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " I'm sure it is!", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082930, "usage": {"prompt_tokens": 71, "completion_tokens": 6, "total_tokens": 77}}
12:22:10 rule-engine      | [2022-11-10 12:22:10.451] [DEBUG]: Evaluating agent yYlKULq0
12:22:10 rule-engine      | [2022-11-10 12:22:10.459] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.459] [DEBUG]: Adding signals: [(GPT3Completion(choices=[CompletionChoice(text= I'm sure it is!, index=0, logprobs=null, finish_reason=stop)], model=text-davinci-001),signals)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.461] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-adapter-input>: {"id":"IgYJ7oWu","timestamp":"2022-11-10T12:22:10.461541Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"I'm sure it is!","keyboardData":null,"mediaList":null}
12:22:10 rule-engine      | [2022-11-10 12:22:10.461] [DEBUG]: Rule fired: Send GPT3 response
12:22:10 rule-engine      | [2022-11-10 12:22:10.463] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"Yyl7EDAX","timestamp":"2022-11-10T12:22:10.463085Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:22:10.463750Z"}
12:22:10 rule-engine      | [2022-11-10 12:22:10.464] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.468] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"l4h7t9T6","timestamp":"2022-11-10T12:22:10.468164Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:22:10 telegram-adapter | [2022-11-10 12:22:10.469] [DEBUG]: Received message: b'{"id":"IgYJ7oWu","timestamp":"2022-11-10T12:22:10.461541Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"I\'m sure it is!","keyboardData":null,"mediaList":null}'
12:22:10 telegram-adapter | [2022-11-10 12:22:10.471] [INFO]: Send message with text "I'm sure it is!" to 5733149430
12:22:10 heartbeat        | [2022-11-10 12:22:10.474] [DEBUG]: Received message: b'{"id":"l4h7t9T6","timestamp":"2022-11-10T12:22:10.468164Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:22:10 telegram-adapter | [2022-11-10 12:22:10.533] [DEBUG]: Successfully sent Telegram Message.
12:22:10 telegram-adapter | [2022-11-10 12:22:10.536] [DEBUG]: Saved SentMessage 257
12:22:10 telegram-adapter | [2022-11-10 12:22:10.538] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-sent-message-event>: b'{"id": "9wkGL58P", "timestamp": "2022-11-10T12:22:10.538114Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "257", "chatId": "5733149430", "sentAt": "2022-11-10T12:22:10.000000Z", "text": "I\'m sure it is!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}'
12:22:10 telegram-adapter | [2022-11-10 12:22:10.540] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "6J9Meil1", "timestamp": "2022-11-10T12:22:10.539594Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "IgYJ7oWu", "timestamp": "2022-11-10T12:22:10.461541Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "I\'m sure it is!"}, "success": true, "message": {"id": "9wkGL58P", "timestamp": "2022-11-10T12:22:10.538114Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "257", "chatId": "5733149430", "sentAt": "2022-11-10T12:22:10.000000Z", "text": "I\'m sure it is!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}'
12:22:10 rule-engine      | [2022-11-10 12:22:10.556] [DEBUG]: Received message: '{"id": "6J9Meil1", "timestamp": "2022-11-10T12:22:10.539594Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "IgYJ7oWu", "timestamp": "2022-11-10T12:22:10.461541Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "I'm sure it is!"}, "success": true, "message": {"id": "9wkGL58P", "timestamp": "2022-11-10T12:22:10.538114Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "257", "chatId": "5733149430", "sentAt": "2022-11-10T12:22:10.000000Z", "text": "I'm sure it is!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}
12:22:10 rule-engine      | [2022-11-10 12:22:10.561] [DEBUG]: Evaluating agent yYlKULq0
12:22:10 rule-engine      | [2022-11-10 12:22:10.564] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.565] [DEBUG]: Adding signals: [(TelegramResult(success=true, message=TelegramSentMessage(messageId=257, chatId=5733149430, sentAt=2022-11-10T12:22:10, text=I'm sure it is!, mediaList=null, keyboardData=null, multipleAnswer=null, expireAt=null, messageReanswerable=false)),signals)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.567] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"FGnw2x2L","timestamp":"2022-11-10T12:22:10.567081Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:22:10.567753Z"}
12:22:10 rule-engine      | [2022-11-10 12:22:10.568] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:10 rule-engine      | [2022-11-10 12:22:10.571] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"WOe9w1Xa","timestamp":"2022-11-10T12:22:10.571610Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:22:10 heartbeat        | [2022-11-10 12:22:10.582] [DEBUG]: Received message: b'{"id":"WOe9w1Xa","timestamp":"2022-11-10T12:22:10.571610Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:22:15 heartbeat        | [2022-11-10 12:22:15.868] [DEBUG]: Sending a heartbeat for agents: ['yYlKULq0']
12:22:15 heartbeat        | [2022-11-10 12:22:15.870] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "CKP2O9uI", "timestamp": "2022-11-10T12:22:15.870124Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "yYlKULq0"}'
12:22:15 heartbeat        | [2022-11-10 12:22:15.872] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "TF5yIZni", "timestamp": "2022-11-10T12:22:15.871797Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}'
12:22:15 rule-engine      | [2022-11-10 12:22:15.888] [DEBUG]: Received message: '{"id": "TF5yIZni", "timestamp": "2022-11-10T12:22:15.871797Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}
12:22:15 rule-engine      | [2022-11-10 12:22:15.890] [DEBUG]: Evaluating agent yYlKULq0
12:22:15 rule-engine      | [2022-11-10 12:22:15.918] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:15 rule-engine      | [2022-11-10 12:22:15.918] [DEBUG]: Adding signals: []
12:22:15 rule-engine      | [2022-11-10 12:22:15.923] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"hTfvkkqh","timestamp":"2022-11-10T12:22:15.922646Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:22:15.923341Z"}
12:22:15 rule-engine      | [2022-11-10 12:22:15.924] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:15 rule-engine      | [2022-11-10 12:22:15.928] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"8DFMlDRE","timestamp":"2022-11-10T12:22:15.928731Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:22:15 heartbeat        | [2022-11-10 12:22:15.936] [DEBUG]: Received message: b'{"id":"8DFMlDRE","timestamp":"2022-11-10T12:22:15.928731Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:22:39 heartbeat        | [2022-11-10 12:22:39.888] [DEBUG]: Sending a heartbeat for agents: ['SMITH']
12:22:39 heartbeat        | [2022-11-10 12:22:39.890] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "VwhUS3tr", "timestamp": "2022-11-10T12:22:39.890178Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "SMITH"}'
12:22:39 heartbeat        | [2022-11-10 12:22:39.892] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "5YdhBwDV", "timestamp": "2022-11-10T12:22:39.891790Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}'
12:22:39 rule-engine      | [2022-11-10 12:22:39.909] [DEBUG]: Received message: '{"id": "5YdhBwDV", "timestamp": "2022-11-10T12:22:39.891790Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}
12:22:39 rule-engine      | [2022-11-10 12:22:39.911] [DEBUG]: Evaluating agent SMITH
12:22:39 rule-engine      | [2022-11-10 12:22:39.948] [DEBUG]: Adding facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:22:39 rule-engine      | [2022-11-10 12:22:39.948] [DEBUG]: Adding signals: []
12:22:39 rule-engine      | [2022-11-10 12:22:39.952] [INFO]: Smith's heartbeat - num agents: 2
12:22:39 rule-engine      | [2022-11-10 12:22:39.952] [DEBUG]: Rule fired: Smith's Heartbeat
12:22:39 rule-engine      | [2022-11-10 12:22:39.955] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"4ImU384n","timestamp":"2022-11-10T12:22:39.954147Z","signalType":"EVENT","from":"SMITH","eventType":"Evaluation","agentId":"SMITH","evaluatedAt":"2022-11-10T12:22:39.954939Z"}
12:22:39 rule-engine      | [2022-11-10 12:22:39.955] [DEBUG]: Updating facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:22:39 rule-engine      | [2022-11-10 12:22:39.965] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"NlSl8PwU","timestamp":"2022-11-10T12:22:39.965716Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}
12:22:39 heartbeat        | [2022-11-10 12:22:39.972] [DEBUG]: Received message: b'{"id":"NlSl8PwU","timestamp":"2022-11-10T12:22:39.965716Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}'
12:22:45 heartbeat        | [2022-11-10 12:22:45.893] [DEBUG]: Sending a heartbeat for agents: ['yYlKULq0']
12:22:45 heartbeat        | [2022-11-10 12:22:45.895] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "NiFesU3y", "timestamp": "2022-11-10T12:22:45.894852Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "yYlKULq0"}'
12:22:45 heartbeat        | [2022-11-10 12:22:45.896] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "cIF1Dn4H", "timestamp": "2022-11-10T12:22:45.896395Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}'
12:22:45 rule-engine      | [2022-11-10 12:22:45.914] [DEBUG]: Received message: '{"id": "cIF1Dn4H", "timestamp": "2022-11-10T12:22:45.896395Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}
12:22:45 rule-engine      | [2022-11-10 12:22:45.915] [DEBUG]: Evaluating agent yYlKULq0
12:22:45 rule-engine      | [2022-11-10 12:22:45.942] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:45 rule-engine      | [2022-11-10 12:22:45.942] [DEBUG]: Adding signals: []
12:22:45 rule-engine      | [2022-11-10 12:22:45.946] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"QvzdSWEX","timestamp":"2022-11-10T12:22:45.945232Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:22:45.945915Z"}
12:22:45 rule-engine      | [2022-11-10 12:22:45.946] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:22:45 rule-engine      | [2022-11-10 12:22:45.949] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"asPcY6QU","timestamp":"2022-11-10T12:22:45.949791Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:22:45 heartbeat        | [2022-11-10 12:22:45.955] [DEBUG]: Received message: b'{"id":"asPcY6QU","timestamp":"2022-11-10T12:22:45.949791Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:23:09 heartbeat        | [2022-11-10 12:23:09.912] [DEBUG]: Sending a heartbeat for agents: ['SMITH']
12:23:09 heartbeat        | [2022-11-10 12:23:09.915] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "ah3pXWoQ", "timestamp": "2022-11-10T12:23:09.915016Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "SMITH"}'
12:23:09 heartbeat        | [2022-11-10 12:23:09.920] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "9EvfDgVK", "timestamp": "2022-11-10T12:23:09.920225Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}'
12:23:09 rule-engine      | [2022-11-10 12:23:09.936] [DEBUG]: Received message: '{"id": "9EvfDgVK", "timestamp": "2022-11-10T12:23:09.920225Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "SMITH"}
12:23:09 rule-engine      | [2022-11-10 12:23:09.938] [DEBUG]: Evaluating agent SMITH
12:23:09 rule-engine      | [2022-11-10 12:23:09.980] [DEBUG]: Adding facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:23:09 rule-engine      | [2022-11-10 12:23:09.980] [DEBUG]: Adding signals: []
12:23:09 rule-engine      | [2022-11-10 12:23:09.992] [INFO]: Smith's heartbeat - num agents: 2
12:23:09 rule-engine      | [2022-11-10 12:23:09.992] [DEBUG]: Rule fired: Smith's Heartbeat
12:23:09 rule-engine      | [2022-11-10 12:23:09.996] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"40QG1FFA","timestamp":"2022-11-10T12:23:09.995872Z","signalType":"EVENT","from":"SMITH","eventType":"Evaluation","agentId":"SMITH","evaluatedAt":"2022-11-10T12:23:09.996684Z"}
12:23:09 rule-engine      | [2022-11-10 12:23:09.997] [DEBUG]: Updating facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
